name,website,firm_type,hq_city,hq_country,sectors,stage_focus,description,bvca_member,profile_url,source
One Rock Capital Partners LLP,,VC/PE,United Kingdom,UK,UK General Partner,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/one-rock-capital-partners-llp/,ukpc_directory
Osborne Clarke,,VC/PE,United Kingdom,UK,Law Firms,,"Providing legal services to meet clients' advisory, litigation and transactional needs.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/osborne-clarke/,ukpc_directory
Oxbotica,,VC/PE,United Kingdom,UK,Investee Company,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/oxbotica/,ukpc_directory
Oxford Capital,,VC/PE,United Kingdom,UK,UK General Partner,,Investment manager in UK Venture Capital.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/oxford-capital/,ukpc_directory
Oxford Science Enterprises,,VC/PE,United Kingdom,UK,UK General Partner,,"Oxford Science Enterprises (OSE) is an independent, billion-pound investment company, created in 2015 to found, fund and build transformational businesses via its unique partnership with the  &#8230;",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/oxford-science-enterprises/,ukpc_directory
Oxford University Innovation,,VC/PE,United Kingdom,UK,UK General Partner,,"University researchers who wish to commercialise their IP are supported by the Licensing & Ventures team which can assist with licensing and spinout formation, and liaising with technology  &#8230;",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/oxford-university-innovation/,ukpc_directory
Oxx,,VC/PE,United Kingdom,UK,UK General Partner,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/oxx/,ukpc_directory
PAI Partners UK Ltd.,,VC/PE,United Kingdom,UK,UK General Partner,,European private equity firm with headquarters in France.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/pai-partners-uk-ltd/,ukpc_directory
Palamon Capital Partners,,VC/PE,United Kingdom,UK,UK General Partner,,Private equity partnership that invests growth capital in European lower mid-market companies.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/palamon-capital-partners/,ukpc_directory
Palatine Private Equity LLP,,VC/PE,United Kingdom,UK,UK General Partner,,"An entrepreneurial, partner led private equity business.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/palatine-private-equity-llp/,ukpc_directory
Palladium Group Limited,,VC/PE,United Kingdom,UK,Professional Services,,Palladium drives growth and profitability in organisations by developing a clear digital strategy and embedding better ways of working.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/palladium-group-limited/,ukpc_directory
Palmer,,VC/PE,United Kingdom,UK,Professional Services,,Data-led private capital administrator that is better by design and free from legacy.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/palmer/,ukpc_directory
Pantheon,,VC/PE,United Kingdom,UK,Third-party Fund Manager,,"Global investor in private equity, infrastructure and real assets.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/pantheon-1/,ukpc_directory
Parkwalk Advisors Ltd,,VC/PE,United Kingdom,UK,UK General Partner,,"Parkwalk is the largest growth EIS fund manager, backing world-changing technologies emerging from the UK’s leading universities and research institutions.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/parkwalk-advisors-ltd/,ukpc_directory
Partners Group (UK) Ltd,,VC/PE,United Kingdom,UK,UK General Partner,,Global private markets investment manager.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/partners-group-uk-ltd/,ukpc_directory
Patria Private Equity (Europe),,VC/PE,United Kingdom,UK,Third-party Fund Manager,,Crafting unique investment opportunities for our clients and building a legacy in the regions where we operate.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/patria-private-equity-europe/,ukpc_directory
Paul Hastings (Europe) LLP,,VC/PE,United Kingdom,UK,Law Firms,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/paul-hastings-europe-llp/,ukpc_directory
"Paul, Weiss, Rifkind, Wharton & Garrison LLP",,VC/PE,United Kingdom,UK,Law Firms,,The firm provides effective solutions to clients’ most complex challenges; advising private equity clients across the breadth of transactional practices.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/paul-weiss-rifkind-wharton-garrison-llp/,ukpc_directory
Pelican Capital LLP,,VC/PE,United Kingdom,UK,UK General Partner,,Pelican Capital is a UK-based private equity firm investing £10-£30million into UK businesses.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/pelican-capital-llp/,ukpc_directory
Pembroke VCT,,VC/PE,United Kingdom,UK,UK General Partner,,Pembroke VCT plc is a venture capital trust that provides investors with access to a private equity style investment strategy with significant tax benefits. As part of the Oakley Capital group  &#8230;,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/pembroke-vct/,ukpc_directory
Pension Protection Fund,,VC/PE,United Kingdom,UK,Institutional Investor,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/pension-protection-fund/,ukpc_directory
Penta Capital LLP,,VC/PE,United Kingdom,UK,UK General Partner,,"Independently owned private equity fund management business, specialising in the UK mid-market.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/penta-capital-llp/,ukpc_directory
PeopleCheck,,VC/PE,United Kingdom,UK,Professional Services,,"Organisations of all sizes are using our advanced background check technology to protect their brand, reputation and reduce hiring &amp; compliance risks.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/peoplecheck/,ukpc_directory
Permira Advisers (London) Ltd,,VC/PE,United Kingdom,UK,UK General Partner,,"International private equity firm focused on consumer, healthcare, financial services, industrials and technology",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/permira-advisers-london-ltd/,ukpc_directory
Perwyn,,PE,United Kingdom,UK,Direct Investor,,"A family based business, built on family values. Perywn believe in the engagement with the companies we invest in.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/perwyn/,ukpc_directory
Phoenix Equity Partners,,VC/PE,United Kingdom,UK,UK General Partner,,"Phoenix is a growth partner helping outstanding founders and entrepreneurs to build bigger and better businesses. Phoenix invests in growing, UK-based businesses valued up to &pound;200m and  &#8230;",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/phoenix-equity-partners/,ukpc_directory
PI Labs,,VC/PE,United Kingdom,UK,UK General Partner,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/pi-labs/,ukpc_directory
Piper PE LLP,,VC/PE,United Kingdom,UK,UK General Partner,,Investment business specialising in consumer brands.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/piper-pe-llp/,ukpc_directory
Pitalia Capital,,PE,United Kingdom,UK,Direct Investor,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/pitalia-capital/,ukpc_directory
PKF Littlejohn LLP,,VC/PE,United Kingdom,UK,Professional Services,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/pkf-littlejohn-llp/,ukpc_directory
PNC Business Credit,,VC/PE,United Kingdom,UK,Financial Institution,,UK asset-based lender.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/pnc-business-credit/,ukpc_directory
Praxis Group,,,United Kingdom,UK,,,"Praxis is an independent provider of bespoke corporate &amp; fund administration services to individuals, families, and corporate and institutional clients across the world. With a 50-year track  &#8230;",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/praxis-group/,ukpc_directory
Preqin Limited,,VC/PE,United Kingdom,UK,Professional Services,,"Preqin empowers financial professionals who invest in or allocate to private markets with essential data and insights. Acquired by BlackRock in 2025, Preqin complements the existing Aladdin  &#8230;",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/preqin-limited/,ukpc_directory
Primary Capital Partners LLP,,VC/PE,United Kingdom,UK,UK General Partner,,Provider of private equity finance for UK-based growth companies.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/primary-capital-partners-llp/,ukpc_directory
Private Equity Recruitment Ltd,,VC/PE,United Kingdom,UK,Professional Services,,Recruitment consultancy for private markets funds globally.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/private-equity-recruitment-ltd/,ukpc_directory
Project Accountants Ltd,,VC/PE,Jersey,UK,Professional Services,,"A trusted name in fund and investment management accounting, bringing clarity to complex portfolios and helping firms improve operational efficiency.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/project-accountants-ltd/,ukpc_directory
Proskauer Rose (London) LLP,,VC/PE,United Kingdom,UK,Law Firms,,"Proskauer supports clients’ critical business needs in four strategic areas: asset/capital management, business transformation, risk management and talent management",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/proskauer-rose-london-llp/,ukpc_directory
Proxximos,,VC/PE,United Kingdom,UK,Investee Company,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/proxximos/,ukpc_directory
PSG Equity LLP,,VC/PE,United Kingdom,UK,UK General Partner,,"PSG invests in growth-stage software businesses and the founders and management teams that drive them. We know that every mile on their journey comes one successful step, decision, hire or  &#8230;",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/psg-equity-llp/,ukpc_directory
PSIK - Polish Private Equity and Venture Capital Association,,VC/PE,Poland,UK,Honorary,,Promoting and developing the private equity and venture capital industry in Poland.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/psik-polish-private-equity-and-venture-capital-association/,ukpc_directory
PSP Investments Holding Europe Ltd,,VC/PE,United Kingdom,UK,Institutional Investor,,Canadian pension investment manager.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/psp-investments-holding-europe-ltd/,ukpc_directory
PwC,,VC/PE,United Kingdom,UK,Professional Services,,Professional services firm headquartered in London.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/pwc/,ukpc_directory
PXN Group,,VC/PE,United Kingdom,UK,UK General Partner,,"Owner-managed venture capital firm investing in small, high growth potential companies.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/pxn-group/,ukpc_directory
QIC,,VC/PE,Australia,UK,Institutional Investor,,QIC is a long-term specialist manager in alternatives and one of the largest institutional investment managers in Australia.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/qic/,ukpc_directory
Quadri Ventures,,VC/PE,Luxembourg,UK,UK General Partner,,"To date Quadri Ventures has invested in 8 startups across the US and UK, most recently in AllStacks’ $10m Series A, alongside co-investor Microsoft M12. Quadri Ventures also leads co-investments  &#8230;",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/quadri-ventures/,ukpc_directory
Qubis,,VC/PE,United Kingdom,UK,Academic Institution,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/qubis/,ukpc_directory
Queen's Park Equity,,VC/PE,United Kingdom,UK,UK General Partner,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/queens-park-equity/,ukpc_directory
QX Accounting Services,,VC/PE,United Kingdom,UK,Professional Services,,"QX Accounting Services (QXAS) provides outsourcing, audit compliance, and automation solutions to accounting firms and private equity clients globally.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/qx-accounting-services/,ukpc_directory
Railpen,,VC/PE,United Kingdom,UK,Institutional Investor,,Supporting employers within the Railways Pension Scheme.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/railpen/,ukpc_directory
Raiven Capital,,VC/PE,Canada,UK,UK General Partner,,"Raiven Capital is a global venture fund with hubs in Toronto, Silicon Valley, Dubai, and London. &nbsp; Raiven concentrates on investments just before scaling begins. Focused on the intersection  &#8230;",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/raiven-capital/,ukpc_directory
RCK Partners,,,United Kingdom,UK,,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/rck-partners/,ukpc_directory
Re:Co Insights,,VC/PE,United Kingdom,UK,Professional Services,,Re:Co’s tech-powered advisory solutions enable private market investors and their portfolio companies to pursue value creation and sustainability in tandem.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/reco-insights/,ukpc_directory
Rede Partners LLP,,VC/PE,United Kingdom,UK,Professional Services,,Independent fundraising and secondary advisor to the private equity industry.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/rede-partners-llp/,ukpc_directory
Redington Limited,,VC/PE,United Kingdom,UK,Professional Services,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/redington-limited/,ukpc_directory
Redrice Ventures,,VC/PE,United Kingdom,UK,First Time Fund Manager,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/redrice-ventures/,ukpc_directory
Reed Smith LLP,,VC/PE,United Kingdom,UK,Law Firms,,Global law firm with experience across a broad range of sectors.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/reed-smith-llp/,ukpc_directory
Renaissance Advisory Services Limited,,VC/PE,United Kingdom,UK,Professional Services,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/renaissance-advisory-services-limited/,ukpc_directory
Resolution Foundation,,VC/PE,United Kingdom,UK,Impact Investment Fund,,"Resolution Foundation is an independent charity and social investor, dedicated to improving the living standards of households on low-to-middle incomes.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/resolution-foundation/,ukpc_directory
REV Venture Partners,,CVC,United Kingdom,UK,Corporate Venture,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/rev-venture-partners/,ukpc_directory
RFA,,VC/PE,United Kingdom,UK,Professional Services,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/rfa/,ukpc_directory
River Capital,,VC/PE,United Kingdom,UK,UK General Partner,,"River Capital, part of the MSIF group, is a Fund Management company which helps ambitious small and medium sized businesses to accelerate their growth and achieve their full potential. Through  &#8230;",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/river-capital/,ukpc_directory
Rockpool Investments,,VC/PE,United Kingdom,UK,UK General Partner,,"Rockpool invests in the UK lower mid-market on a deal by deal basis, funded by HNW individuals and family offices.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/rockpool-investments/,ukpc_directory
Ropes & Gray International LLP,,VC/PE,United Kingdom,UK,Law Firms,,Global law firm advising on critical legal and business needs.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/ropes-gray-international-llp/,ukpc_directory
Rosetta Capital Limited,,VC/PE,United Kingdom,UK,UK General Partner,,"Our investment approach is global, building leading healthcare companies and ground breaking technologies with the potential to enhance human lives. Our primary focus is direct secondary  &#8230;",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/rosetta-capital-limited/,ukpc_directory
Royal London Asset Management,,VC/PE,United Kingdom,UK,Institutional Investor,,"UK fund management company, wholly owned by the Royal London Group.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/royal-london-asset-management/,ukpc_directory
RSM UK,,VC/PE,United Kingdom,UK,Professional Services,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/rsm-uk/,ukpc_directory
Rutland Partners LLP,,VC/PE,United Kingdom,UK,UK General Partner,,A specialist turnaround and restructuring investor.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/rutland-partners-llp/,ukpc_directory
RW Blears LLP,,VC/PE,United Kingdom,UK,Law Firms,,Specialist lawyers to leading growth sponsors and businesses,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/rw-blears-llp/,ukpc_directory
Ryse Asset Management LLP,,VC/PE,United Kingdom,UK,First Time Fund Manager,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/ryse-asset-management-llp/,ukpc_directory
"Said Business School, University of Oxford",,VC/PE,United Kingdom,UK,Academic Institution,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/said-business-school-university-of-oxford/,ukpc_directory
Salica Investments Services Ltd,,VC/PE,United Kingdom,UK,UK General Partner,,A tradition of innovation,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/salica-investments-services-ltd/,ukpc_directory
Santander UK plc,,VC/PE,United Kingdom,UK,Financial Institution,,Addressing the banking needs of small to medium sized start-ups and established businesses.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/santander-uk-plc/,ukpc_directory
Schillings,,VC/PE,United Kingdom,UK,Law Firms,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/schillings/,ukpc_directory
Schroders Capital,,VC/PE,Switzerland,UK,Third-party Fund Manager,,Provides specialized private equity solutions to institutional investors.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/schroders-capital/,ukpc_directory
Scottish Enterprise,,VC/PE,United Kingdom,UK,Institutional Investor,,The Scottish Investment Bank is the investment arm of Scottish Enterprise.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/scottish-enterprise/,ukpc_directory
Scottish National Investment Bank Plc,,VC/PE,United Kingdom,UK,Impact Investment Fund,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/scottish-national-investment-bank-plc/,ukpc_directory
Searchlight Capital,,VC/PE,United Kingdom,UK,UK General Partner,,"Searchlight aspires to create value through the application of our flexible investment mandate and deep sector knowledge.

We seek inspiration from our creative investment culture and strong  &#8230;",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/searchlight-capital/,ukpc_directory
SEP,,VC/PE,United Kingdom,UK,UK General Partner,,Independent venture capital firm focused on Europe and the UK.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/sep/,ukpc_directory
Seraphim Space Manager LLP,,VC/PE,United Kingdom,UK,UK General Partner,,UK-based venture capital firm investing in IP-led businesses.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/seraphim-space-manager-llp/,ukpc_directory
SETsquared,,Accelerator,United Kingdom,UK,Accelerator,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/setsquared/,ukpc_directory
Shackleton Ventures Ltd,,VC/PE,United Kingdom,UK,UK General Partner,,Specialists in secondary venture and development capital investments.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/shackleton-ventures-ltd/,ukpc_directory
Sidley Austin LLP,,VC/PE,United Kingdom,UK,Law Firms,,Sidley is a premier law firm with a practice attuned to the ever-changing international landscape.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/sidley-austin-llp/,ukpc_directory
Sigma Connected ltd,,VC/PE,United Kingdom,UK,Professional Services,,Sigma Connected is a multi-award-winning Business Process Outsourcing (BPO) provider that specialises in outsourced (white-label) 24/7 customer contact centre services. Services include customer  &#8230;,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/sigma-connected-ltd/,ukpc_directory
Siguler Guff,,VC/PE,United Kingdom,UK,Third-party Fund Manager,,Multi-strategy private equity investment firm.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/siguler-guff/,ukpc_directory
Silver Lake,,VC/PE,United Kingdom,UK,UK General Partner,,Specialist firm focused on private technology company investments.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/silver-lake/,ukpc_directory
Silver Regulatory Associates LLC,,VC/PE,United States,UK,Professional Services,,Silver is a boutique regulatory consulting firm that helps private fund managers and other digital asset and financial services firms streamline and strengthen their UK and US regulatory  &#8230;,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/silver-regulatory-associates-llc-1/,ukpc_directory
Simmons & Simmons,,VC/PE,United Kingdom,UK,Law Firms,,"International law firm with offices across Asia, Europe and the Middle East.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/simmons-simmons/,ukpc_directory
Simpson Thacher & Bartlett LLP,,VC/PE,United Kingdom,UK,Law Firms,,Delivering solutions to critical commercial challenges.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/simpson-thacher-bartlett-llp/,ukpc_directory
Skadden Arps Slate Meagher & Flom (UK) LLP,,VC/PE,United Kingdom,UK,Law Firms,,"Fully integrated UK, European, and US practice .",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/skadden-arps-slate-meagher-flom-uk-llp/,ukpc_directory
Slaughter and May,,VC/PE,United Kingdom,UK,Law Firms,,Extensive international practice providing a full range of legal services.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/slaughter-and-may/,ukpc_directory
Soho Square Capital,,Debt,United Kingdom,UK,Private Credit,,European special situations investment management group.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/soho-square-capital/,ukpc_directory
Souter Investments (LP),,VC/PE,United Kingdom,UK,Institutional Investor,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/souter-investments-lp/,ukpc_directory
Souter Investments Limited,,PE,United Kingdom,UK,Direct Investor,,Private investment vehicle,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/souter-investments-limited/,ukpc_directory
Sovereign Capital,,VC/PE,United Kingdom,UK,UK General Partner,,"Investor in UK-based companies in the support services, education, and healthcare sectors.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/sovereign-capital/,ukpc_directory
Splitstone Capital LLP,,VC/PE,United Kingdom,UK,UK General Partner,,Splitstone is a London-based private equity firm committed to unlocking the potential of non-core divisions through corporate carveout acquisitions. With £100 million of capital available to  &#8230;,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/splitstone-capital-llp/,ukpc_directory
SS&C GlobeOp,,VC/PE,United Kingdom,UK,Professional Services,,Provider of services and software for the global financial services industry.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/ssc-globeop/,ukpc_directory
Standish Management,,VC/PE,United Kingdom,UK,Professional Services,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/standish-management/,ukpc_directory
Stephenson Harwood LLP,,VC/PE,United Kingdom,UK,Law Firms,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/stephenson-harwood-llp/,ukpc_directory
Stevens & Bolton,,VC/PE,United Kingdom,UK,Law Firms,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/stevens-bolton/,ukpc_directory
Stonehage Fleming,,VC/PE,United Kingdom,UK,Institutional Investor,,Independently owned family wealth manager.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/stonehage-fleming/,ukpc_directory
Strathclyde Pension Fund,,VC/PE,United Kingdom,UK,Institutional Investor,,UK pension fund administered by Glasgow City Council.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/strathclyde-pension-fund/,ukpc_directory
Stride Ventures,,Debt,United Kingdom,UK,Private Credit,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/stride-ventures/,ukpc_directory
Summit Partners LLP,,VC/PE,United Kingdom,UK,UK General Partner,,"Growth equity firm that provides equity and credit for growth, recapitalizations, and management buyouts.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/summit-partners-llp/,ukpc_directory
Suntera Group,,VC/PE,Isle of Man,UK,Professional Services,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/suntera-group/,ukpc_directory
SuperSeed Ventures LLP,,VC/PE,United Kingdom,UK,UK General Partner,,SuperSeed backs ambitious founders building B2B software and helps them get their go-to-market right.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/superseed-ventures-llp/,ukpc_directory
Sussex Place Ventures,,VC/PE,United Kingdom,UK,UK General Partner,,An independent venture capital company owned by London Business School.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/sussex-place-ventures/,ukpc_directory
SV Health Managers LLP,,VC/PE,United Kingdom,UK,UK General Partner,,An international Health Care focused venture capital firm.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/sv-health-managers-llp/,ukpc_directory
SVV (Sure Valley Ventures),,VC/PE,United Kingdom,UK,UK General Partner,,"SVV is a specialist AI Venture Capital Firm that since 2017 has invested in high potential, AI software companies.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/svv-sure-valley-ventures/,ukpc_directory
Swedish Private Equity & Venture Capital Association,,VC/PE,Sweden,UK,Honorary,,The industry association for the Swedish private equity industry.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/swedish-private-equity-venture-capital-association/,ukpc_directory
Syndicate Room,,VC/PE,United Kingdom,UK,UK General Partner,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/syndicate-room/,ukpc_directory
Synova LLP,,VC/PE,United Kingdom,UK,UK General Partner,,Investor in fast growing UK businesses.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/synova-llp/,ukpc_directory
Systemiq Capital Limited,,VC/PE,United Kingdom,UK,Impact Investment Fund,,"The capital, expertise, and network, enabling climate tech entrepreneurs to scale fast and create positive impact.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/systemiq-capital-limited/,ukpc_directory
TA Associates (UK) LLP,,VC/PE,United Kingdom,UK,UK General Partner,,Global growth private equity firm.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/ta-associates-uk-llp/,ukpc_directory
TARANIS CARBON VENTURES,,CVC,United Kingdom,UK,Corporate Venture,,"Taranis is an investment and asset management company owned by the Perenco Group. With sustainable development at its core, Taranis operates through distinct funds. These include Taranis Carbon  &#8230;",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/taranis-carbon-ventures/,ukpc_directory
Taylor Wessing,,VC/PE,United Kingdom,UK,Law Firms,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/taylor-wessing/,ukpc_directory
TDR Capital LLP,,VC/PE,United Kingdom,UK,UK General Partner,,"Focused on mid-market, control buyouts in Europe.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/tdr-capital-llp/,ukpc_directory
Teacher Retirement Investment Company of Texas,,VC/PE,United Kingdom,UK,Institutional Investor,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/teacher-retirement-investment-company-of-texas/,ukpc_directory
Techstart Ventures,,VC/PE,United Kingdom,UK,UK General Partner,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/techstart-ventures/,ukpc_directory
TempoCap,,VC/PE,United Kingdom,UK,UK General Partner,,"TempoCap is a growth equity technology investment firm, specialising in secondary transactions, both for single companies and portfolios.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/tempocap/,ukpc_directory
Tern PLC,,VC/PE,United Kingdom,UK,UK General Partner,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/tern-plc/,ukpc_directory
The Carlyle Group,,VC/PE,United Kingdom,UK,UK General Partner,,Global alternative asset manager with a global network and deep industry knowledge.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/the-carlyle-group/,ukpc_directory
The Friedkin Group International,,,United Kingdom,UK,,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/the-friedkin-group-international/,ukpc_directory
The Good Economy,,VC/PE,United Kingdom,UK,Professional Services,,The Good Economy is a leading impact advisory firm.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/the-good-economy/,ukpc_directory
The North West Fund,,VC/PE,United Kingdom,UK,Institutional Investor,,"The North West Fund is now fully invested, having supported more than 440 businesses with over £153 million of investment.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/the-north-west-fund/,ukpc_directory
Thoma Bravo,,VC/PE,United Kingdom,UK,UK General Partner,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/thoma-bravo/,ukpc_directory
Thompson Taraz,,VC/PE,United Kingdom,UK,Professional Services,,"Independant full scope UK AIFM and depositary within the real asset sector also offering administration, custody-nominee and operator services.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/thompson-taraz/,ukpc_directory
Tikehau Investment Management,,VC/PE,United Kingdom,UK,UK General Partner,,"We are a European Asset manager. We specialise in 4 areas (Private Equity, Private Debt, Real Estate, Liquid Strategies.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/tikehau-investment-management/,ukpc_directory
Times 3 Capital,,VC/PE,Guernsey,UK,Institutional Investor,,"Single family office investing in primary, secondaries and co-investment fund opportunities.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/times-3-capital/,ukpc_directory
Top Technology Ventures Limited,,VC/PE,United Kingdom,UK,UK General Partner,,UK-based venture capital company specialising in early stage technology businesses.,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/top-technology-ventures-limited/,ukpc_directory
Top Tier Capital Partners,,VC/PE,United Kingdom,UK,Institutional Investor,,,Yes,https://www.ukprivatecapital.co.uk/organisation-profile/top-tier-capital-partners/,ukpc_directory
Touchstone Advisory,,VC/PE,United Kingdom,UK,Professional Services,,"Delivering independent valuation advice to optimise business strategies, resolve disputes, and ensure compliance with accounting and tax regulations.",Yes,https://www.ukprivatecapital.co.uk/organisation-profile/touchstone-advisory/,ukpc_directory
